repo,score
darksolopic/PasswordManagerGUI,30.0
Javabykiran-Angular/161_AdvancedJava,30.0
bennamrouche/irc-tester,75.0
gradlex-org/java-module-packaging,110.0
swan-io/react-native-browser,545.0
3kh0/eaglercraft-1.8,37.5
OpenCubicChunks/CubicChunks3,370.0
GOLDILOCKS-DBMS/IITP_TASK,30.0
crystoll/musashi,30.0
AHUCodingBeast/Waiting-Batch-Bus,30.0
abhishekabhi789/LyricsForPowerAmp,632.5
LekKit/ScalarEvolution,67.5
ShafiqSadat/IPTVTelegramBot,80.0
miliariadnane/spring-boot-doc-rag-bot,30.0
15911075183ma/java-onnx-yolo,30.0
sasmithx/Chat_Application_Socket_Progrmming,30.0
w1th4d/JarPlant,120.0
xu-shawn/Serendipity,12675.0
JAgentSphere/bytebuddy-agent-demo,315.0
wisemapping/wisemapping-open-source,167.5
sjrsjz/vulkanite-modified,105.0
HaHaWTH/AdvancedSensitiveWords,312.5
SnowCutieOwO/Continue,45.0
Shawnarun/DevelopersStack-OpenSourceNexus,765.0
Gameye98/xtrspc,80.0
MemoryZy/ZhiYouToolkit,332.5
uladzimirFilipchanka/noredraw,392.5
eaglerforge/EaglerForge-old,315.0
habuma/spring-ai-rag-example,30.0
mssanamateen/OOP-using-Java,292.5
artsiomkorzun/1brc-walkthrough,30.0
SightStudio/jOOQ-inflearn,30.0
tony-xlh/vision-camera-cropper,417.5
SatvikNema/satchat,112.5
linkedin/openhouse,2720.0
SpringBootCourses/cqrs-banking-app,520.0
flynndi/quarkus-jimmer-extension,6450.0
BreweryTeam/BreweryX,2550.0
seifrajhi/Kubernetes-practical-exercises-Hands-on,2587.5
kafbat/kafka-ui,4820.0
daisukiKaffuChino/MomoQR,330.0
SSANJAY225/offline_device_finder,30.0
simasch/cqrs-meets-modern-java,60.0
Fatimakhan0/javalab,367.5
daylanbueno/auth-api,60.0
jzelAdmin2006/m306-TouGH-Vault-github-backupper,30.0
ArtformGames/BungeeAuthProxy,280.0
Intelligent-CAT-Lab/CodeMind,105.0
brenoepics/at4j,825.0
SMGCommunity/Whitehole-Neo,720.0
Naton1/osrs-pvp-reinforcement-learning,30.0
gayanukabulegoda/Live-Chat-Room,30.0
mt1006/mc-ar-mod,202.5
Missuo0o/FoodDeliveryBackend,30.0
Fernanda-Kipper/desafio-anotaai-backend,97.5
vaginessa/NPatch,30.0
codebaorg/redis-keeper,340.0
Katana-Official/XYNXposed,42.5
wisp-forest/accessories,2012.5
jithrew/PantryMate,30.0
N1nn1/dye_depot,622.5
Anof-cyber/AlphaScan,30.0
microcks/microcks-testcontainers-java-spring-demo,270.0
maciej-MKan/chess,827.5
wudgaby/wudgaby-platform,30.0
jadonharsh109/IaC-Master-Actions,562.5
W01fh4cker/MemshellKit,30.0
oviva-ag/ehealthid-relying-party,3217.5
mitre-public/open-aria,592.5
kousen/springaiexamples,42.5
qos-ch/logback-tyler,42.5
NodeMedia/react-native-nodemediaclient,237.5
nipafx/modern-java-demo,30.0
VovaStelmashchuk/nest2d,225.0
cedricp/ecutweaker,390.0
seregamorph/spring-test-smart-context,625.0
vishalmysore/Tools4AI,480.0
manusa/helm-java,1405.0
