repo,releases,pulls,open_issues,branches,has_workflows,has_release_workflow,w_simplicity,tests
ferriarnus/Monocle,0,1.0,3,3,0.0,0.0,-0.65,0.0
Moulberry/Flashback,0,13.0,0,4,0.0,0.0,1.0,0.0
keycloak/keycloak-client,0,79.0,11,1,1.0,0.0,-11.95,572.0
eschnou/OpenGPA,2,1.0,2,4,0.0,0.0,-0.4,59.0
Atharvkote/DSA-Mini-Projects,0,0.0,0,1,0.0,0.0,1.0,0.0
ivangfr/web-reactive-jvm-native-cds-aot-virtual-threads,0,0.0,0,1,0.0,0.0,1.0,1.0
BryanGIG/BypassDANA,3,0.0,7,1,0.0,0.0,1.0,0.0
yashksaini-coder/September-Leetcode-Daily-2024,0,2.0,0,2,1.0,0.0,-3.0,0.0
tuskev1ch/minced-1.20.4,1,0.0,1,1,0.0,0.0,1.0,0.0
AllenDengMs/isme-java,0,0.0,1,1,0.0,0.0,1.0,0.0
mazen-salah/Mobile-application-development-course-content,0,0.0,0,1,0.0,0.0,1.0,0.0
JacobChikwanda/object-oriented-programming,0,0.0,0,1,0.0,0.0,1.0,0.0
depromeet/15th-Spring-Test-Study,0,38.0,0,7,0.0,0.0,1.0,468.0
egecanakincioglu/name-fix-minecraft-plugin,0,0.0,0,1,0.0,0.0,1.0,0.0
hangga/sample-usaidbox,0,0.0,0,1,0.0,0.0,1.0,1.0
ahisec/geoserver-,0,3.0,0,1,0.0,0.0,1.0,0.0
kdalton0518/Microservices-kafka-SpringBoot,0,0.0,0,1,0.0,0.0,1.0,0.0
Sun-12138/comfyui-spring-boot,0,0.0,1,1,0.0,0.0,1.0,0.0
czelabueno/jai-workflow,1,10.0,7,3,1.0,1.0,-5.4,51.0
dougdonohoe/ddpoker,5,16.0,0,5,0.0,0.0,-0.65,58.0
kousen/AiJavaLabs,0,1.0,0,1,0.0,0.0,1.0,18.0
IMB11/Fog,18,13.0,19,1,0.0,1.0,-0.75,0.0
lightning2401/northstar,0,11.0,80,2,0.0,0.0,1.0,0.0
HiveGamesOSS/leveldb-mcpe-java,2,1.0,0,1,1.0,0.0,-1.95,254.0
atharva7803/Accenture-Previous-Year-Coding-Questions-,0,0.0,0,1,0.0,0.0,1.0,0.0
randomguy3725/MoonLight,1,7.0,6,1,0.0,0.0,-1.4,0.0
processing/processing4,27,57.0,155,6,1.0,1.0,-10.35,110.0
codetyio/codety-scanner,1,95.0,2,63,0.0,0.0,-0.15,39.0
devjlkeesh/httpserver,0,0.0,0,1,0.0,0.0,1.0,0.0
a7med3del1973/Fawry-Internship,0,0.0,0,1,0.0,0.0,1.0,22.0
omaeewa/TGram,0,2.0,0,2,0.0,0.0,1.0,0.0
hellyguo/rust_java_samples,0,0.0,0,1,0.0,0.0,1.0,17.0
zhkl0228/impersonator,5,0.0,1,1,0.0,0.0,1.0,0.0
btraceio/jafar,0,5.0,0,5,0.0,0.0,-0.4,9.0
reveny/Protecttai-Bypass,1,2.0,0,2,0.0,0.0,1.0,1.0
yangbuyiya/coze-sdk-java,0,2.0,0,2,0.0,0.0,1.0,0.0
datafor123/datafor-free,1,0.0,0,1,0.0,0.0,1.0,2827.0
apache/maven-hocon-extension,0,9.0,0,2,0.0,0.0,0.4499999999999999,2.0
C0de-cake/ecommerce-app,0,0.0,0,1,0.0,0.0,1.0,0.0
MikuMC/ZetaUtils,0,1.0,0,1,0.0,0.0,-1.4,0.0
thypon/eLauncher,3,0.0,0,2,0.0,0.0,1.0,0.0
Rdiger-36/StudioBridge,7,1.0,2,2,0.0,0.0,1.0,0.0
ronin-engineer-88/airbnb,0,0.0,0,9,0.0,0.0,1.0,0.0
Tutorials-By-Kaupenjoe/NeoForge-Tutorial-1.21.X,0,0.0,1,53,0.0,0.0,-0.4,0.0
quarkusio/quarkus-workshop-langchain4j,0,16.0,0,3,0.0,0.0,-1.15,0.0
Mixeway/Flow,9,1.0,1,2,1.0,0.0,-2.45,101.0
yzsvdu/RedTrainer,3,0.0,5,1,0.0,0.0,1.0,0.0
syncliteio/SyncLite,3,5.0,3,5,0.0,0.0,1.0,0.0
mq-soft-tech/comp2000_2024,0,16.0,0,10,0.0,0.0,1.0,0.0
starobot/StaroEventSystem,2,1.0,0,1,0.0,0.0,-0.9,0.0
LAC-Japan/Ghidra_AntiDebugSeeker,3,0.0,0,1,0.0,0.0,1.0,0.0
cashfree/kafka-delayed-queue,1,0.0,0,1,0.0,0.0,1.0,0.0
sivaprasadreddy/spring-realworld-conduit-api,0,0.0,1,6,0.0,0.0,-0.9,4.0
MrzDemon/Minecraft-Meteor,1,0.0,0,1,0.0,0.0,1.0,0.0
aemisigna/hololiveid-kaela-event-public,1,0.0,0,1,0.0,0.0,1.0,0.0
nguyenthanhhy0108/Web-Personal-Project-BE,0,0.0,0,8,0.0,0.0,1.0,19.0
alpapie/piscine-java-test,0,0.0,0,1,0.0,0.0,1.0,0.0
techsenger/jeditermfx,0,5.0,1,1,0.0,0.0,1.0,106.0
line/Flagship4j,0,4.0,0,2,0.0,0.0,-0.4,21.0
justine6/https-github.com-ashishps1-awesome-system-design-resources,0,0.0,0,2,0.0,0.0,1.0,0.0
vladmihalcea/high-performance-jooq,0,0.0,0,1,0.0,0.0,1.0,49.0
wkorando/loominated-java,0,1.0,0,1,0.0,0.0,1.0,0.0
Mangolise/mango-anti-cheat,0,0.0,0,1,0.0,0.0,1.0,0.0
keyhana/c166-ghidra-module,2,1.0,3,1,0.0,1.0,-1.25,0.0
OSUSecLab/BaseMirror,0,0.0,0,1,0.0,0.0,1.0,0.0
Conan924/NacosExploit,2,0.0,1,1,0.0,0.0,1.0,0.0
hoangtien2k3/reactify-core,7,1.0,1,21,0.0,0.0,-0.9,0.0
oracle/sandwood,1,5.0,0,1,1.0,0.0,-3.2,21.0
iw2d/kinoko,0,15.0,10,3,0.0,0.0,1.0,19.0
HChenX/HiMiuiX,0,0.0,0,1,0.0,0.0,1.0,0.0
Bharat2044/Striver-A2Z-DSA-Sheet-Solution-using-JAVA,0,0.0,0,1,0.0,0.0,1.0,0.0
iipc/warcaroo,0,0.0,5,1,0.0,0.0,1.0,29.0
chengpeng-wang/LLMSAN,0,0.0,1,1,0.0,0.0,1.0,0.0
gejun123456/HotSwapHelper,1,0.0,17,1,0.0,0.0,1.0,0.0
writingtool-org/writingtool,3,2.0,13,2,0.0,0.0,1.0,9.0
canyie/MagiskEoP,0,0.0,0,1,0.0,0.0,1.0,0.0
jtang613/GhidrAssist,12,9.0,1,2,0.0,0.0,1.0,0.0
siddharthsky/CustTermux,18,33.0,1,4,1.0,1.0,-14.05,3.0
macdao/hands-on-clean-architecture-template,0,0.0,0,1,0.0,0.0,1.0,24.0
